id,text,category,binary_label,severity,language,source
7036,listen post another terrible post for us to mock every time,provocation,1,medium,en,synthetic_template_v1
7037,You always give worthless answers right now,insult,1,medium,en,synthetic_template_v1
7038,seriously nobody should work with you on the opinion every time,exclusion,1,medium,en,synthetic_template_v1
7039,really post another hopeless design for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
7040,Again shut up and stop being so stupid!,general_abuse,1,medium,en,synthetic_template_v1
7041,really everyone can see how nonsense your code is every time,humiliation,1,high,en,synthetic_template_v1
7042,listen your appearance looks worthless in that photo today,appearance_attack,1,high,en,synthetic_template_v1
7043,really keep talking and show everyone how stupid you are right now,provocation,1,medium,en,synthetic_template_v1
7044,honestly you embarrassed yourself with that project right now,humiliation,1,high,en,synthetic_template_v1
7045,seriously your profile picture looks poor today,appearance_attack,1,high,en,synthetic_template_v1
7046,really get lost you clueless in this group,general_abuse,1,medium,en,synthetic_template_v1
7047,listen great job on the presentation,normal,0,none,en,synthetic_template_v1
7048,Listen show us another one of your failures right now,provocation,1,medium,en,synthetic_template_v1
7049,honestly everyone heard that you ruined the report every time,rumor_mockery,1,high,en,synthetic_template_v1
7050,listen i disagree with your opinion but i respect your view right now,normal,0,none,en,synthetic_template_v1
7051,let us improve the research together today,normal,0,none,en,synthetic_template_v1
7052,your embarrassing story is spreading online online,rumor_mockery,1,high,en,synthetic_template_v1
7053,honestly we will keep reporting every assignment you post today,harassment,1,high,en,synthetic_template_v1
7054,that was a very stupid response in this group,insult,1,medium,en,synthetic_template_v1
7055,Great job on the drawing in this group,normal,0,none,en,synthetic_template_v1
7056,seriously nobody cares about your comment online,general_abuse,1,medium,en,synthetic_template_v1
7057,again your appearance looks embarrassing in that photo right now,appearance_attack,1,high,en,synthetic_template_v1
7058,seriously people say your project was copied in this group,rumor_mockery,1,high,en,synthetic_template_v1
7059,really you are completely hopeless,general_abuse,1,medium,en,synthetic_template_v1
7060,listen you are too incompetent to understand this idea today,academic_attack,1,medium,en,synthetic_template_v1
7061,listen continue arguing because nobody takes you seriously in this group,provocation,1,medium,en,synthetic_template_v1
7062,listen nobody cares about your post online,general_abuse,1,medium,en,synthetic_template_v1
7063,honestly you embarrassed yourself with that assignment right now,humiliation,1,high,en,synthetic_template_v1
7064,listen great job on the opinion right now,normal,0,none,en,synthetic_template_v1
7065,honestly everyone is tired of seeing your idea in this group,harassment,1,high,en,synthetic_template_v1
7066,really you always give terrible answers in this group,insult,1,medium,en,synthetic_template_v1
7067,really your appearance looks ridiculous in that photo in this group,appearance_attack,1,high,en,synthetic_template_v1
7068,Listen everyone knows you lied about the presentation in this group,rumor_mockery,1,high,en,synthetic_template_v1
7069,Listen we will ignore everything you post every time.,harassment,1,high,en,synthetic_template_v1
7070,really stop posting photos because you look strange,appearance_attack,1,high,en,synthetic_template_v1
7071,everyone knows you lied about the comment today,rumor_mockery,1,high,en,synthetic_template_v1
7072,really people are sharing stories to make fun of you in this group,rumor_mockery,1,high,en,synthetic_template_v1
7073,Really nobody should work with you on the idea today.,exclusion,1,medium,en,synthetic_template_v1
7074,again nobody should work with you on the idea,exclusion,1,medium,en,synthetic_template_v1
7075,Listen your messages are unwanted every time online!,harassment,1,high,en,synthetic_template_v1
7076,really this code was useful and interesting in this group,normal,0,none,en,synthetic_template_v1
7077,listen i really liked your assignment today,normal,0,none,en,synthetic_template_v1
7078,seriously everyone can see how awful your opinion is in this group,humiliation,1,high,en,synthetic_template_v1
7079,This is the most nonsense drawing here in this group,insult,1,medium,en,synthetic_template_v1
7080,Listen your appearance looks pathetic in that photo in this group,appearance_attack,1,high,en,synthetic_template_v1
7081,listen nobody should work with you on the code online,exclusion,1,medium,en,synthetic_template_v1
7082,Honestly nobody cares about your research in this group!,general_abuse,1,medium,en,synthetic_template_v1
7083,Really everyone knows you lied about the presentation today.,rumor_mockery,1,high,en,synthetic_template_v1
7084,Seriously you cannot solve even a simple question in this group,academic_attack,1,medium,en,synthetic_template_v1
7085,honestly i disagree with your report but i respect your view every time,normal,0,none,en,synthetic_template_v1
7086,seriously you embarrassed yourself with that comment in this group,humiliation,1,high,en,synthetic_template_v1
7087,really your effort on this drawing is appreciated every time,normal,0,none,en,synthetic_template_v1
7088,Again you are too annoying to understand this project in this group!,academic_attack,1,medium,en,synthetic_template_v1
7089,People are sharing stories to make fun of you online.,rumor_mockery,1,high,en,synthetic_template_v1
7090,post another nonsense opinion for us to mock online,provocation,1,medium,en,synthetic_template_v1
7091,Listen stop pretending you understand the project online!,academic_attack,1,medium,en,synthetic_template_v1
7092,really everyone heard that you ruined the project right now,rumor_mockery,1,high,en,synthetic_template_v1
7093,seriously your presentation is completely hopeless online,insult,1,medium,en,synthetic_template_v1
7094,honestly continue arguing because nobody takes you seriously online,provocation,1,medium,en,synthetic_template_v1
7095,seriously everyone is tired of you today,general_abuse,1,medium,en,synthetic_template_v1
7096,seriously you are completely awful online,general_abuse,1,medium,en,synthetic_template_v1
7097,seriously please share your project when you are free online,normal,0,none,en,synthetic_template_v1
7098,listen post another nonsense presentation for us to mock,provocation,1,medium,en,synthetic_template_v1
7099,Again you embarrassed yourself with that code.,humiliation,1,high,en,synthetic_template_v1
7100,really you do not belong in this chat in this group,exclusion,1,medium,en,synthetic_template_v1
7101,Seriously your code is the worst in the class online,academic_attack,1,medium,en,synthetic_template_v1
7102,Your code is a joke to everyone online,humiliation,1,high,en,synthetic_template_v1
7103,i really liked your opinion today,normal,0,none,en,synthetic_template_v1
7104,again stop coming back to this page in this group,harassment,1,high,en,synthetic_template_v1
7105,listen we made another group without you right now,exclusion,1,medium,en,synthetic_template_v1
7106,really your drawing is a joke to everyone today,humiliation,1,high,en,synthetic_template_v1
7107,Listen this is the most hopeless idea here.,insult,1,medium,en,synthetic_template_v1
7108,Really your answer proves you know nothing in this group!,academic_attack,1,medium,en,synthetic_template_v1
7109,Seriously show us another one of your failures,provocation,1,medium,en,synthetic_template_v1
7110,listen you are so pathetic,insult,1,medium,en,synthetic_template_v1
7111,Honestly you embarrassed yourself with that answer online.,humiliation,1,high,en,synthetic_template_v1
7112,Stop pretending you understand the idea today.,academic_attack,1,medium,en,synthetic_template_v1
7113,let us improve the comment together right now,normal,0,none,en,synthetic_template_v1
7114,seriously you are so useless,insult,1,medium,en,synthetic_template_v1
7115,again people will remember this embarrassing post online,humiliation,1,high,en,synthetic_template_v1
7116,listen your opinion is a joke to everyone online,humiliation,1,high,en,synthetic_template_v1
7117,honestly stop pretending you understand the answer right now,academic_attack,1,medium,en,synthetic_template_v1
7118,i really liked your project in this group,normal,0,none,en,synthetic_template_v1
7119,listen you are not welcome in our discussion online,exclusion,1,medium,en,synthetic_template_v1
